date,dom_pax,int_pax,pax,dom_flt,int_flt,flt,dom_rpm,int_rpm,rpm,dom_asm,int_asm,asm,dom_lf,int_lf,lf,fuel_spot_price,transformed_price,monthly_nomial_gdp,monthly_real_gdp
2007-08-01,0.9434016364011413,0.9138566929736518,0.9373425872130836,0.9850582972827482,0.9737898733819823,0.9893595076544877,0.9220319663349361,0.9213165868199447,0.919533785157518,0.8442552616815107,0.9085185755947203,0.8591159996839419,0.9346949395082607,0.9054155981294315,0.9374585048466341,2.092,0.780886270360477,14601.5884786379,16867.826358832
2007-09-01,0.8881184841573075,0.8618213292294863,0.8819410485333004,0.9281797030434333,0.9103077581076797,0.9294926418160792,0.8599249513406448,0.8878906149960235,0.8661238486295435,0.7802499636555815,0.8750134721524621,0.8034490070104763,0.8139716404318981,0.8505053552572034,0.8356128004249105,2.265,0.8702576650761765,14668.327096315,16893.3707749402
2007-10-01,0.9155289619895317,0.8640982216896194,0.9059227338714706,0.9592746428899002,0.9117075108615418,0.9574223221594682,0.8842209490193573,0.8851374866927713,0.881367470954566,0.8110028404433436,0.8727378541407287,0.8207904781683979,0.8510472225835828,0.8443204103182985,0.8611074226530341,2.372,0.9226729525997371,14663.916302727,16878.1890341203
2007-11-01,0.9037315201508278,0.860159689922519,0.8951516586190609,0.9278002281920656,0.9100471183288699,0.9291178010390553,0.8729629160781522,0.8696901088439128,0.8684218859814754,0.7918537023874457,0.8548523461952522,0.8002692073561892,0.8407701313906597,0.8287826218132449,0.8496879564466869,2.673,1.060045123858587,14715.667102915,16898.6688822209
2007-12-01,0.8938054214500992,0.8820409333203361,0.8899635638763153,0.9272240241232801,0.9423197150503952,0.9333677443251727,0.8717851453510166,0.8893782515104198,0.8745226945351199,0.8084699070355938,0.8817429810647255,0.8238279241276203,0.8130610120983479,0.8333081912807362,0.8305669897755942,2.601,1.028428382677884,14765.5905944083,16970.4562956604
2008-01-01,0.8757973984643126,0.8793596693853876,0.8742274769760012,0.9177243185913202,0.9447437246370152,0.9253493345528732,0.8531928389770567,0.8841873842163386,0.860316395883026,0.7899504651836793,0.8828191216851051,0.8133093478632016,0.7787173149473138,0.8022326142706292,0.7979020050458107,2.605,1.030204236752998,14801.2862134716,16990.5013902621
2008-02-01,0.8750240309441528,0.8626635701808869,0.8708527310048026,0.8748275687326359,0.9218649825896046,0.8838878869776945,0.8477061679257556,0.8578271019156909,0.847187190304493,0.7489942334578732,0.8606466975980949,0.7773073905724139,0.8178743332899701,0.7477749283451501,0.8127738680122162,2.728,1.0837133878256069,14627.5412532099,16753.9547417577
2008-03-01,0.9260870677350272,0.9092804411475499,0.921856406867132,0.9390501909903115,0.9626272171300396,0.9469923878622435,0.9016671445562672,0.9083655678298737,0.9012843211949173,0.8193229652064691,0.8933518886115,0.8363257128431236,0.899570703785612,0.8922914466737065,0.9086442703492233,3.124,1.2430973288789204,14690.7865332915,16786.5127491741
2008-04-01,0.9068688162269964,0.883823874419003,0.9013965595075382,0.9234087495867715,0.9449198320306023,0.9303975263318307,0.8788101295724156,0.8907372965643461,0.8796977248571469,0.7840986543770683,0.88849502744766,0.8128393111539616,0.8722518537791077,0.8156584703575201,0.8692072765900943,3.365,1.3318770254263759,14757.41026217,16846.1915002627
2008-05-01,0.9199987292132938,0.8951545931209601,0.9143991397588289,0.9413029307088667,0.9496520576332044,0.9469473046680843,0.8913907883512948,0.9100115840963063,0.8950563399339906,0.8029446938753857,0.90501691972828,0.8328339475552227,0.8881228047352674,0.856690300196108,0.8909839330766166,3.738,1.4591789909883528,14802.3222177887,16891.0542460924
2008-06-01,0.9278716568412007,0.9068751528857124,0.922983837458462,0.9376645306183224,0.9545622548700061,0.9444945688609305,0.9045526416791665,0.9227932585103775,0.9084655585196844,0.8091146103688729,0.9113141207223201,0.8398815674727871,0.9259789254585664,0.9027002564489365,0.9301553578542024,3.878,1.5041852821150816,15037.3705200232,17094.0789931621
2008-07-01,0.9372001147803735,0.9241938852091658,0.933759075561083,0.9622656787055988,0.97576060032323,0.9695537511949723,0.9162774432260603,0.9359655527610795,0.921091645470189,0.8370883678626431,0.927079589032874,0.8648751823987784,0.9248081176011449,0.9147684416955802,0.9325454786880892,3.886,1.506715175219573,14972.3539471215,16971.8127427721
2008-08-01,0.924809110474869,0.9190565621381364,0.9224083430125463,0.9442372623040232,0.9664028753567249,0.9521677812383036,0.905245573920805,0.9322027364976244,0.9124707711016162,0.8178755016397989,0.9250093523487237,0.8525569636984471,0.9146611161701574,0.9017951425554384,0.9219227194263709,3.271,1.297911925637551,14917.1858638133,16891.6293808992
